winpercent,oppwinpercent,weather,temperature,numinjured,oppnuminjured,startingpitcher,oppstartingpitcher,dayssincegame,oppdayssincegame,homeaway,rundifferential,opprundifferential,winner
0.70616462964,0.540495862103,0,61.7410279108,1.0,3.0,5,3,2.0,2.0,1,56.0,76.0,Bad
0.273425940548,0.207217350767,1,73.6164808893,2.0,1.0,4,1,4.0,1.0,1,43.0,57.0,Good
0.539460978506,0.416608379079,0,67.7664853864,1.0,2.0,1,3,2.0,2.0,0,-4.0,34.0,Good
0.72222313981,0.879394205484,-1,65.6976929533,0.0,1.0,5,1,3.0,3.0,1,42.0,24.0,Good
0.699772911351,0.630146697342,0,70.5567960781,1.0,1.0,3,5,0.0,3.0,0,39.0,85.0,Good
0.349304236343,0.457838192437,-1,75.1622070025,1.0,3.0,2,4,4.0,1.0,0,32.0,54.0,Bad
0.798441298794,0.37542379983,1,70.7863843949,1.0,-1.0,2,1,3.0,3.0,1,55.0,49.0,Good
0.269238042663,0.608054044271,-1,51.0987189114,1.0,0.0,3,4,2.0,2.0,1,72.0,52.0,Good
0.638555900667,0.436663935316,1,68.1771044646,1.0,3.0,3,5,2.0,2.0,0,66.0,71.0,Bad
0.177700522182,0.259683057262,1,54.349223689,2.0,0.0,4,4,2.0,2.0,1,48.0,39.0,Good
0.41636862635,0.632202169495,-1,66.1202725725,3.0,0.0,2,3,2.0,2.0,1,14.0,72.0,Good
0.311669366705,0.451246588586,-1,82.9183213567,1.0,-1.0,2,1,1.0,3.0,0,30.0,41.0,Good
0.654466969377,0.307294175489,0,64.5064141073,3.0,0.0,4,1,2.0,2.0,0,6.0,51.0,Bad
0.321990637689,-0.0785227393399,0,68.9610635096,2.0,0.0,4,4,3.0,2.0,0,34.0,70.0,Good
0.841168469959,0.877777256446,0,58.6386969316,1.0,1.0,2,4,-1.0,3.0,0,36.0,39.0,Good
0.172808445011,0.644222846983,0,72.9304273221,2.0,2.0,3,2,3.0,3.0,1,45.0,36.0,Good
0.685487032248,0.0330793919256,1,83.0023860373,3.0,3.0,3,4,2.0,3.0,0,77.0,48.0,Bad
0.661766622584,0.683753968599,1,70.5468662638,1.0,3.0,2,2,4.0,2.0,1,78.0,46.0,Bad
0.524480657875,0.489596036459,1,69.8920004335,1.0,1.0,2,2,3.0,3.0,0,64.0,38.0,Good
0.780703005456,0.28802455815,1,58.3273465219,0.0,1.0,2,3,0.0,2.0,0,51.0,44.0,Bad
0.518161843696,0.373204604452,0,68.4561882083,2.0,1.0,1,5,2.0,3.0,0,-9.0,31.0,Good
0.240524079663,0.357783970714,0,67.7659553917,1.0,-1.0,4,3,4.0,3.0,0,53.0,59.0,Good
0.593239772674,0.632693501627,1,55.1380921225,2.0,1.0,4,5,4.0,2.0,0,40.0,52.0,Good
0.384375300579,0.567215450925,1,57.1176009344,2.0,1.0,2,3,2.0,3.0,0,74.0,14.0,Good
0.492285159566,0.268575539912,1,66.9571783303,1.0,1.0,1,5,3.0,1.0,1,17.0,20.0,Good
0.279054751995,0.661976537599,0,76.9278779697,2.0,1.0,1,2,1.0,4.0,0,65.0,41.0,Good
0.450850134419,0.110281044989,0,71.6953147701,1.0,2.0,3,2,4.0,2.0,1,41.0,42.0,Bad
0.322482267628,0.358020689825,0,64.0185042758,2.0,2.0,2,2,1.0,2.0,1,61.0,41.0,Good
0.442008000237,0.522979747076,-1,61.8617235324,3.0,3.0,2,2,0.0,1.0,0,20.0,62.0,Good
0.778434310251,0.332331398999,0,69.5152640196,3.0,2.0,5,4,3.0,2.0,0,31.0,46.0,Bad
0.305355901145,0.919343314716,0,68.9867956716,2.0,3.0,2,4,4.0,2.0,1,50.0,50.0,Bad
0.587855282073,0.580625687165,1,57.0462885694,1.0,1.0,5,5,4.0,4.0,0,27.0,51.0,Good
0.312600290304,0.320968263191,-1,75.4885986894,1.0,1.0,3,1,3.0,2.0,1,61.0,11.0,Good
0.057395050229,0.474086497372,-1,69.0658032022,1.0,2.0,5,3,3.0,4.0,0,37.0,71.0,Bad
0.662092477206,0.525511763588,-1,61.6018010739,2.0,2.0,4,4,2.0,1.0,1,56.0,27.0,Good
0.163934388209,0.549030745117,-1,60.5830592787,2.0,2.0,3,5,1.0,3.0,0,52.0,43.0,Good
0.342357846899,0.750382970988,0,70.9235080399,1.0,3.0,2,2,1.0,2.0,1,20.0,53.0,Bad
0.376388520393,0.635303240524,0,49.804153806,0.0,2.0,3,1,2.0,3.0,0,66.0,43.0,Good
0.287452431834,0.72274715994,0,63.1274662588,3.0,1.0,2,5,4.0,3.0,0,86.0,69.0,Good
0.737923980241,0.584641580347,1,63.3718111653,2.0,1.0,5,2,3.0,2.0,1,38.0,51.0,Good
0.682360181006,0.580788633276,1,66.7118319922,0.0,1.0,3,3,3.0,3.0,0,48.0,41.0,Bad
0.293523189396,0.069960449012,-1,62.5160438509,3.0,1.0,3,2,2.0,3.0,0,44.0,37.0,Bad
0.536444659887,0.568594819753,0,59.4780608686,2.0,2.0,4,1,4.0,3.0,0,75.0,40.0,Good
0.721437431427,0.521735638936,0,65.2275727815,1.0,4.0,1,5,1.0,2.0,1,70.0,48.0,Bad
0.451830130303,0.603496923275,0,60.720127857,2.0,1.0,4,4,3.0,2.0,0,60.0,46.0,Good
0.401458677007,0.812529933674,-1,73.4239937802,1.0,3.0,2,3,3.0,2.0,1,24.0,47.0,Bad
0.176830183285,0.641950138161,1,66.824584618,3.0,2.0,5,1,4.0,0.0,0,48.0,37.0,Good
0.57055738017,0.346069425517,1,71.0016630034,1.0,1.0,4,5,1.0,5.0,0,5.0,52.0,Bad
0.608054590393,0.257421226865,1,60.4408486825,3.0,2.0,4,3,2.0,2.0,1,82.0,74.0,Good
0.635092631698,0.296882429485,0,70.8002054536,2.0,0.0,3,5,3.0,2.0,1,55.0,19.0,Good
0.518712446482,0.378855792799,1,76.7035104411,2.0,1.0,1,1,3.0,3.0,0,58.0,76.0,Good
0.642352219909,0.390677780295,0,65.4167430071,0.0,2.0,1,2,2.0,1.0,1,53.0,62.0,Bad
0.33711751944,0.502999578654,1,66.5645525735,2.0,1.0,5,4,2.0,2.0,1,59.0,81.0,Good
0.49795210303,0.393394340192,-1,55.8369619006,2.0,0.0,5,1,4.0,3.0,0,56.0,53.0,Good
0.649769247182,0.680499928824,-1,66.1969435077,1.0,1.0,3,1,4.0,2.0,0,26.0,36.0,Good
0.389022394343,1.00242079494,1,73.0149069399,0.0,4.0,5,4,2.0,1.0,0,53.0,37.0,Bad
0.424188105083,0.227525877032,1,68.4319335293,0.0,1.0,5,4,1.0,2.0,1,59.0,33.0,Bad
0.393749129837,0.872069270061,1,69.4325697733,2.0,3.0,5,5,4.0,1.0,0,11.0,39.0,Bad
0.66650569689,0.647682896753,-1,58.2755969969,0.0,4.0,5,1,3.0,5.0,0,60.0,38.0,Bad
0.802947285988,0.266346050814,-1,60.5348927864,3.0,0.0,1,4,4.0,4.0,0,25.0,2.0,Bad
0.791420575806,0.846081807248,-1,58.0830314609,1.0,0.0,2,2,3.0,1.0,0,14.0,43.0,Bad
0.597548657607,0.479016528944,-1,64.5162431291,1.0,1.0,5,5,1.0,1.0,1,23.0,67.0,Good
0.788376886837,0.927809030697,0,68.13463369,1.0,2.0,3,4,2.0,3.0,0,44.0,42.0,Bad
0.544095538788,0.292575078764,1,70.8963441523,0.0,1.0,1,4,2.0,1.0,0,47.0,74.0,Bad
0.755995826954,0.581997682642,0,73.060016729,3.0,2.0,2,4,1.0,2.0,0,1.0,48.0,Good
0.345471485973,0.27180905495,1,71.9997000733,2.0,1.0,5,2,4.0,2.0,1,48.0,47.0,Good
0.538080477854,0.459623789816,-1,66.854144274,2.0,3.0,2,4,4.0,2.0,0,33.0,38.0,Bad
0.582893598892,0.938801513843,0,60.3255124248,2.0,1.0,3,3,2.0,2.0,1,58.0,37.0,Good
0.501273919586,0.390920203788,-1,62.7835354225,2.0,3.0,4,2,4.0,2.0,1,-3.0,55.0,Bad
0.607220647302,0.669537143921,-1,47.9434376365,1.0,2.0,1,1,3.0,4.0,0,27.0,39.0,Bad
0.204751323514,0.758772758916,1,62.3698159936,2.0,4.0,2,2,3.0,2.0,0,29.0,23.0,Bad
0.757837407507,0.388284057358,-1,61.7809732726,3.0,1.0,1,4,3.0,2.0,0,65.0,5.0,Good
0.345446449413,0.782325136035,0,62.0525610107,2.0,1.0,2,3,2.0,1.0,0,64.0,37.0,Good
0.34014074628,0.548878837423,0,63.0024487629,4.0,2.0,1,4,2.0,3.0,1,63.0,59.0,Good
0.541010437518,0.408807047387,-1,58.753985515,2.0,1.0,1,2,3.0,2.0,1,31.0,50.0,Good
0.676928939035,0.522384181488,0,75.3290786318,2.0,3.0,4,3,2.0,3.0,0,87.0,68.0,Bad
0.658621807373,0.473476910395,0,63.3676361659,2.0,1.0,4,2,3.0,2.0,1,73.0,51.0,Good
0.417094691129,0.712238115567,1,74.8143225348,2.0,1.0,3,3,2.0,2.0,1,35.0,57.0,Good
0.128588762896,0.158413155445,0,66.4508621616,1.0,1.0,4,5,3.0,4.0,0,117.0,39.0,Good
0.696928578201,0.735897155057,-1,62.5336683496,2.0,2.0,5,3,3.0,4.0,0,25.0,37.0,Good
0.348229785476,0.218342569813,0,63.4946615925,1.0,2.0,5,1,4.0,3.0,0,9.0,57.0,Bad
0.695955189994,0.690004385314,0,68.7716766498,2.0,1.0,3,3,4.0,2.0,0,52.0,40.0,Good
0.522625301515,0.498084942635,1,67.1119960624,2.0,2.0,1,4,1.0,4.0,1,28.0,49.0,Good
0.484184330164,0.400093476018,1,65.8811323552,1.0,2.0,3,3,2.0,3.0,0,51.0,104.0,Bad
0.272529116937,0.578624855118,0,63.6702249633,2.0,2.0,4,4,2.0,2.0,1,59.0,38.0,Good
0.188600765965,0.483604683529,1,72.4721183979,0.0,2.0,4,1,2.0,3.0,0,52.0,40.0,Bad
0.399796080729,0.326759471736,0,80.6281339973,0.0,1.0,3,5,2.0,3.0,0,35.0,73.0,Bad
0.438764948588,0.635202201648,1,70.6611027569,2.0,0.0,2,2,4.0,0.0,1,40.0,40.0,Good
0.282813875263,0.367696076985,1,71.6319303094,3.0,-1.0,4,1,2.0,2.0,1,18.0,31.0,Good
0.864250419031,0.355046061569,0,60.044049072,1.0,3.0,4,4,3.0,4.0,1,38.0,61.0,Bad
0.134441376558,0.301221536601,0,71.3584659321,2.0,0.0,1,4,1.0,2.0,1,28.0,61.0,Good
0.716672410216,0.42044286368,-1,78.8927240494,-1.0,1.0,5,4,1.0,4.0,0,26.0,30.0,Bad
0.928585240114,0.780197097362,-1,68.9823219393,1.0,1.0,5,4,2.0,3.0,0,39.0,70.0,Good
0.511787762394,0.729315528615,0,62.026965304,1.0,4.0,3,3,2.0,2.0,0,44.0,7.0,Good
0.536439967912,0.392616091365,-1,60.5338886542,1.0,3.0,5,4,1.0,1.0,0,63.0,22.0,Good
0.521315784348,0.632811804113,0,60.1365899809,0.0,4.0,3,5,3.0,3.0,1,26.0,38.0,Bad
0.438087065354,0.361923031365,0,54.9769789311,2.0,2.0,1,5,2.0,2.0,0,49.0,45.0,Good
0.398351685358,0.323013818015,-1,82.249187178,3.0,2.0,4,1,3.0,4.0,0,28.0,33.0,Good
0.246051769843,0.132935209097,-1,56.7459258852,2.0,2.0,3,2,2.0,3.0,0,37.0,27.0,Good
0.197286195173,0.722228590961,1,71.7004530818,0.0,1.0,3,3,4.0,3.0,0,31.0,81.0,Bad
0.93608745353,0.593000289183,-1,59.1113146669,1.0,0.0,4,5,4.0,1.0,0,66.0,39.0,Good
0.526565648386,0.623603380349,-1,60.6996793107,1.0,1.0,1,1,3.0,3.0,1,37.0,31.0,Good
0.279285152266,0.661511944462,1,60.3000035991,1.0,1.0,4,5,3.0,2.0,1,75.0,50.0,Good
0.491787893867,0.351645775144,0,70.7888402366,0.0,1.0,2,2,2.0,1.0,1,72.0,52.0,Bad
0.536294801661,0.572156179359,0,68.0081781389,2.0,1.0,3,5,2.0,3.0,0,53.0,62.0,Good
0.724778659328,0.399476724819,-1,74.3557109785,1.0,2.0,5,1,3.0,4.0,1,86.0,45.0,Bad
0.596030263123,0.754270769706,0,52.1252202217,1.0,2.0,5,2,3.0,3.0,1,21.0,44.0,Bad
0.631920800536,0.857493120046,1,62.7505162622,1.0,2.0,2,2,2.0,4.0,1,42.0,50.0,Bad
0.462486525379,0.363324975334,-1,67.3261738741,1.0,2.0,3,1,4.0,2.0,1,62.0,29.0,Bad
0.471290238628,0.722855667887,0,69.1536582194,3.0,2.0,2,5,4.0,0.0,1,65.0,19.0,Good
1.06697996858,0.399427193967,1,69.5817288416,1.0,2.0,5,1,2.0,2.0,1,76.0,55.0,Bad
0.38094621423,0.66158413749,0,57.1941745975,1.0,-1.0,3,5,1.0,0.0,1,48.0,29.0,Good
0.0278585971377,0.937922182044,-1,66.6074449339,3.0,1.0,1,4,2.0,3.0,1,60.0,54.0,Good
0.386401533561,0.558901983658,0,60.6544443972,2.0,2.0,2,2,3.0,5.0,1,74.0,34.0,Good
0.334775523083,0.862206098416,-1,73.4181481133,2.0,1.0,4,5,3.0,2.0,1,38.0,75.0,Good
0.502475459476,0.471307636191,1,45.1764146493,2.0,2.0,2,2,2.0,2.0,1,66.0,64.0,Good
0.335288926381,0.581722695489,-1,69.9403927344,1.0,0.0,1,3,4.0,3.0,1,63.0,65.0,Good
0.913042151716,0.324556807412,0,83.3997670657,0.0,2.0,5,2,3.0,3.0,0,36.0,33.0,Bad
0.611499326866,0.516731874525,1,49.5984883265,1.0,1.0,4,2,2.0,3.0,1,49.0,-2.0,Good
0.625169931647,0.371594992137,1,68.2938952899,1.0,1.0,2,2,3.0,2.0,0,40.0,65.0,Good
0.762532333461,0.744149947469,1,61.8819677282,2.0,3.0,4,4,5.0,3.0,1,51.0,57.0,Bad
0.408112052673,0.175773946649,1,66.2682495662,0.0,3.0,2,4,1.0,1.0,1,51.0,5.0,Good
0.343856971618,0.250553558025,0,46.309385626,2.0,1.0,1,3,0.0,3.0,0,58.0,50.0,Good
0.384298685615,0.325396528376,-1,65.6657503396,1.0,1.0,3,4,5.0,3.0,1,47.0,30.0,Good
0.439162704365,0.26293034434,0,70.3757977065,2.0,1.0,4,2,4.0,4.0,0,57.0,40.0,Good
0.586281227369,0.321748348309,0,59.7864954663,1.0,1.0,4,5,2.0,4.0,0,52.0,95.0,Good
0.480741688567,0.843622070731,0,69.9986177573,1.0,3.0,3,5,2.0,3.0,0,64.0,90.0,Bad
0.677997042927,0.482046006312,-1,68.1325989059,0.0,1.0,4,3,2.0,2.0,0,36.0,59.0,Bad
0.341354335002,0.454270815321,-1,72.9061360386,0.0,3.0,5,2,3.0,2.0,0,99.0,40.0,Bad
0.304427633807,0.626715484544,0,69.9385493503,1.0,2.0,5,4,4.0,4.0,1,82.0,1.0,Good
0.469997536864,0.738348118936,-1,66.8361555273,3.0,2.0,5,1,3.0,3.0,1,52.0,34.0,Good
0.488160517646,0.524980281079,-1,60.7621613138,2.0,1.0,1,1,2.0,3.0,0,18.0,66.0,Good
0.363865260912,0.208842510632,-1,63.8940423123,2.0,2.0,1,4,3.0,3.0,0,6.0,32.0,Good
0.666404583166,0.350821474796,0,68.0781276689,1.0,1.0,4,4,2.0,2.0,1,61.0,72.0,Good
0.533992194665,0.857403771491,1,82.3916407524,2.0,1.0,5,2,2.0,3.0,0,66.0,38.0,Good
0.356338400505,0.512833747084,1,60.8701864286,2.0,2.0,1,5,2.0,2.0,0,40.0,97.0,Good
0.563443588598,0.329411036261,-1,60.107861559,1.0,1.0,4,1,2.0,1.0,1,55.0,42.0,Good
0.617233804007,0.0539577636124,1,78.6147317228,2.0,3.0,1,4,4.0,4.0,0,74.0,49.0,Bad
0.150716969616,0.273446946937,1,70.5619206754,1.0,1.0,5,1,3.0,3.0,0,18.0,47.0,Good
0.679809481072,0.854932692802,1,49.0863214053,2.0,3.0,4,2,3.0,3.0,0,79.0,95.0,Bad
0.518439574956,0.441527902351,1,67.9430971204,1.0,0.0,3,1,2.0,3.0,0,64.0,87.0,Good
0.372362264044,0.590794606482,0,72.1977631065,1.0,1.0,4,5,2.0,3.0,1,10.0,56.0,Good
0.55435887973,0.31113390736,-1,57.3793337159,0.0,3.0,1,2,3.0,4.0,0,51.0,36.0,Bad
0.511790125308,0.426136846902,0,68.9525375142,1.0,3.0,4,2,4.0,1.0,1,47.0,36.0,Bad
0.372361671255,0.515705768522,1,70.2852756464,1.0,0.0,5,3,3.0,5.0,1,51.0,76.0,Good
0.573509430025,0.839655603374,-1,67.4226355913,1.0,3.0,1,3,4.0,3.0,0,62.0,39.0,Bad
0.621608789677,0.678138173723,0,55.0900772969,1.0,2.0,3,4,3.0,3.0,1,50.0,70.0,Bad
0.471295221533,0.804399937641,1,65.2735278139,2.0,1.0,1,2,5.0,2.0,1,75.0,47.0,Good
0.685299482451,0.901214769352,0,63.8105991679,0.0,1.0,2,1,4.0,3.0,1,27.0,36.0,Bad
0.504554699106,0.234667737703,1,62.1504034261,0.0,3.0,3,3,2.0,4.0,0,62.0,49.0,Bad
0.511343986669,0.495729064745,0,61.4686352274,1.0,2.0,3,3,2.0,2.0,1,33.0,27.0,Bad
0.419401128851,0.665097299045,0,68.5824181477,2.0,1.0,3,3,3.0,2.0,1,49.0,44.0,Good
0.361674859067,0.548067788114,1,59.8890039367,1.0,-1.0,3,5,5.0,1.0,1,46.0,69.0,Good
0.26016192187,0.434552639678,0,65.7899224265,0.0,1.0,5,4,2.0,2.0,1,69.0,47.0,Bad
0.78388648544,0.464186322267,-1,63.6610335505,2.0,1.0,5,4,4.0,3.0,0,40.0,41.0,Good
0.478893457613,0.556348314362,0,64.7234191618,1.0,2.0,2,2,2.0,2.0,1,41.0,40.0,Bad
0.314046250432,0.603033214884,-1,66.5213697756,2.0,1.0,4,1,4.0,3.0,0,45.0,49.0,Good
0.316451635394,0.439290633282,0,63.7117197959,2.0,1.0,1,3,3.0,2.0,1,47.0,29.0,Good
0.333716418908,0.251876933567,0,64.1864834088,3.0,2.0,3,5,3.0,3.0,0,15.0,30.0,Good
0.633406549452,0.52411901411,-1,63.7900306811,1.0,0.0,1,3,3.0,3.0,0,56.0,23.0,Good
0.26454429105,0.381686143522,-1,67.0610955611,3.0,1.0,5,2,2.0,2.0,0,71.0,50.0,Good
1.13605715264,0.783552127572,1,66.3326050003,3.0,2.0,3,4,3.0,4.0,0,97.0,36.0,Good
0.453809426499,0.536469818073,1,50.7001323296,2.0,2.0,5,4,3.0,2.0,0,15.0,71.0,Good
0.331230449798,0.512141770626,0,61.2522092093,0.0,1.0,5,1,2.0,1.0,1,22.0,47.0,Bad
0.584370404693,0.533973445445,-1,61.9988551125,0.0,1.0,5,1,2.0,2.0,1,65.0,62.0,Bad
0.332689657534,0.219420682003,-1,60.0416114009,1.0,2.0,2,5,2.0,4.0,1,58.0,73.0,Bad
0.551338025878,0.4929514842,-1,59.2853036757,2.0,1.0,2,3,1.0,3.0,1,62.0,96.0,Good
0.645851490024,0.381536960453,0,61.9912264897,1.0,3.0,3,5,3.0,2.0,0,22.0,44.0,Bad
0.24151081607,0.496175354155,-1,58.9430582594,1.0,2.0,2,2,2.0,1.0,1,82.0,50.0,Good
0.575433939378,0.57269989123,0,52.2209060166,1.0,2.0,3,5,2.0,4.0,0,67.0,70.0,Bad
0.363290581359,0.481706956052,-1,62.877259853,3.0,1.0,1,1,2.0,4.0,0,55.0,22.0,Good
0.283898317996,0.63446927502,-1,68.2031036869,0.0,2.0,4,2,4.0,2.0,1,36.0,99.0,Bad
0.234375763994,0.712468692981,1,69.5998640848,3.0,0.0,5,3,3.0,1.0,1,25.0,45.0,Good
0.468263311634,0.136967068102,1,63.7822067538,2.0,1.0,4,3,2.0,3.0,0,70.0,68.0,Bad
0.395625410694,0.165956187643,1,66.8659241659,2.0,0.0,1,5,2.0,3.0,0,44.0,44.0,Bad
0.603131828364,0.433534029507,-1,61.4736446499,0.0,-1.0,5,2,2.0,1.0,0,51.0,-2.0,Good
0.222395049784,0.381738789075,0,64.1873225242,2.0,0.0,3,2,4.0,3.0,1,45.0,46.0,Good
0.11012651082,0.496361504593,1,68.7367757504,1.0,0.0,1,4,1.0,2.0,0,35.0,56.0,Good
0.54098912883,0.694872633147,1,66.2059751157,3.0,2.0,3,3,3.0,2.0,1,55.0,50.0,Good
0.320302108294,0.675065966465,1,63.076520703,1.0,0.0,2,3,4.0,2.0,1,48.0,23.0,Good
0.117957518863,0.484263022616,0,67.0115923034,0.0,2.0,2,2,3.0,3.0,1,54.0,1.0,Good
0.860978043633,0.830128383213,-1,62.6842462262,1.0,2.0,4,4,2.0,3.0,1,43.0,14.0,Good
0.218648752358,0.399968346131,1,65.0112145233,2.0,4.0,1,2,2.0,3.0,0,16.0,35.0,Bad
0.0924903635922,0.64785058062,0,62.6824673049,0.0,1.0,5,4,2.0,3.0,0,44.0,69.0,Bad
0.536165543385,0.567639650569,-1,68.8011811378,2.0,1.0,3,4,1.0,3.0,0,11.0,68.0,Good
0.795921940147,0.603676359493,1,58.644685892,1.0,1.0,2,2,3.0,2.0,1,46.0,71.0,Good
0.239066199105,0.723060599792,0,66.5336208837,0.0,1.0,5,3,3.0,3.0,0,72.0,82.0,Bad
0.549432880928,0.472342728895,1,64.2235645507,2.0,1.0,5,3,1.0,2.0,0,43.0,95.0,Good
0.221031084451,0.238125964735,-1,66.1909038176,2.0,0.0,2,1,1.0,2.0,1,44.0,65.0,Good
0.454747936548,0.246987186545,0,70.9235059991,0.0,2.0,2,3,2.0,2.0,1,53.0,21.0,Good
0.691744371441,0.819191723019,-1,57.669100578,1.0,3.0,1,4,2.0,4.0,0,71.0,22.0,Good
0.611797311533,0.311136388539,0,71.6319278286,0.0,2.0,4,2,3.0,5.0,1,26.0,51.0,Bad
0.555633162687,0.64264122949,-1,58.5062368769,1.0,4.0,3,2,2.0,2.0,0,32.0,23.0,Bad
0.523863358469,0.23069896355,0,66.6370638113,2.0,1.0,4,3,3.0,1.0,0,38.0,63.0,Bad
0.176160690802,0.423188578387,1,70.0801891788,2.0,0.0,4,2,4.0,4.0,0,52.0,53.0,Good
0.664682283532,0.401907595415,0,61.247946429,1.0,0.0,2,4,4.0,4.0,0,61.0,52.0,Good
0.276694286994,0.647518178507,0,62.0564187983,2.0,2.0,5,4,3.0,2.0,0,89.0,61.0,Good
0.486466628589,1.0530326393,1,74.5463500947,3.0,0.0,4,3,1.0,2.0,1,45.0,79.0,Good
0.703039884392,0.199302352682,0,72.9248650885,2.0,1.0,5,1,2.0,1.0,1,15.0,58.0,Bad
0.542951211023,0.368980024175,1,64.5177783639,3.0,1.0,5,5,1.0,2.0,1,63.0,23.0,Good
0.537985581873,0.44325945045,0,67.6890532216,1.0,1.0,4,2,2.0,2.0,1,43.0,60.0,Good
0.731911542236,0.452518453259,1,79.6429010595,1.0,3.0,4,4,2.0,2.0,0,13.0,56.0,Bad
0.354807146354,0.156908354951,1,55.8233312375,3.0,0.0,3,2,3.0,2.0,0,87.0,36.0,Bad
0.419671442022,0.296532606669,0,64.1321704951,4.0,1.0,4,4,2.0,2.0,1,48.0,60.0,Good
0.420987060895,0.527232853167,-1,66.5476425293,0.0,1.0,2,2,3.0,1.0,0,33.0,17.0,Bad
0.669562273253,0.470579667633,0,64.7626549262,2.0,1.0,5,1,4.0,4.0,0,20.0,60.0,Good
0.653280864635,0.339225849708,-1,59.755359449,2.0,2.0,1,3,4.0,2.0,1,50.0,65.0,Bad
0.606499998509,0.375914472656,-1,52.6258053168,3.0,3.0,4,1,2.0,1.0,0,44.0,31.0,Good
0.473082960533,0.329677173292,0,64.8451064352,2.0,2.0,2,4,1.0,2.0,0,37.0,42.0,Good
0.349679792649,0.874484212846,-1,71.9656030698,0.0,2.0,4,5,2.0,1.0,1,20.0,23.0,Bad
0.518888565791,0.679598604566,0,58.2388339278,1.0,2.0,2,4,3.0,2.0,1,51.0,53.0,Bad
0.831507057329,0.349942669499,1,70.1212323969,2.0,1.0,1,3,2.0,3.0,0,46.0,58.0,Bad
0.611596086134,0.518333386457,-1,64.3159757682,1.0,3.0,3,2,3.0,3.0,1,69.0,63.0,Bad
0.475832349172,0.722177276289,0,63.3723589253,1.0,2.0,4,2,2.0,1.0,0,59.0,52.0,Bad
0.523769703119,0.657896804726,-1,67.1393502963,3.0,2.0,3,3,2.0,0.0,1,76.0,50.0,Good
0.211078782679,0.467248397922,0,70.916779299,0.0,2.0,2,1,2.0,1.0,0,51.0,46.0,Bad
0.715753455623,0.669884914058,0,66.029123471,2.0,3.0,2,2,3.0,3.0,0,70.0,71.0,Bad
0.47661701997,0.543530255776,1,72.072244001,2.0,4.0,2,5,2.0,3.0,1,51.0,69.0,Bad
0.789880315065,0.947095402116,1,58.5348448696,1.0,2.0,3,3,2.0,2.0,0,62.0,50.0,Bad
0.493285746263,0.326029734596,1,53.5360845121,1.0,1.0,1,2,1.0,3.0,0,57.0,66.0,Good
0.359240971736,0.809826309804,-1,57.2985595893,1.0,2.0,1,5,2.0,2.0,1,44.0,42.0,Bad
0.592085232601,0.354655804425,0,70.7787615046,4.0,1.0,3,1,2.0,2.0,1,63.0,65.0,Good
0.517207638831,0.335443640746,-1,61.1902033943,3.0,0.0,4,5,4.0,4.0,0,39.0,18.0,Good
0.340024323158,0.116927571974,1,70.8191762937,0.0,2.0,5,5,2.0,3.0,0,53.0,28.0,Bad
0.259502795611,0.286171396328,1,65.3881610549,3.0,2.0,2,1,2.0,4.0,1,45.0,64.0,Good
0.562983264536,0.38507794518,-1,61.5615976483,2.0,2.0,3,4,3.0,3.0,1,27.0,99.0,Good
0.5418866276,0.452792013886,-1,76.7451732403,2.0,0.0,5,1,2.0,2.0,1,20.0,50.0,Good
0.91094163419,0.576332381091,-1,70.0535087297,3.0,1.0,1,3,2.0,1.0,0,84.0,60.0,Good
0.510958092201,0.393828412677,1,73.2277565457,2.0,3.0,2,5,5.0,3.0,1,70.0,56.0,Bad
0.624428212878,0.333676035581,-1,67.758858698,3.0,1.0,4,1,3.0,3.0,1,92.0,65.0,Good
0.321192416579,0.485038048155,0,68.2392999953,1.0,2.0,1,5,0.0,4.0,1,49.0,27.0,Good
0.651691916724,0.186422559837,1,64.6296343786,3.0,1.0,4,4,3.0,3.0,0,83.0,32.0,Bad
0.203116994086,0.224471704308,1,75.0792669281,3.0,0.0,5,2,3.0,2.0,1,45.0,42.0,Good
0.478035499057,0.353842159721,-1,66.3834303386,2.0,1.0,2,1,3.0,1.0,1,35.0,73.0,Good
0.402940382949,0.631406330847,0,57.1417928797,2.0,1.0,4,4,2.0,3.0,0,53.0,77.0,Good
0.655251291646,0.336578577089,-1,56.3201847828,2.0,1.0,5,5,1.0,3.0,1,46.0,31.0,Good
0.255735911704,0.84894607751,1,56.0681653219,3.0,3.0,5,4,4.0,2.0,1,58.0,51.0,Good
0.172905690274,0.480792816278,-1,76.4436293853,2.0,0.0,3,2,2.0,2.0,1,75.0,43.0,Good
0.521566000519,0.822476855612,0,70.3415428949,0.0,3.0,4,1,3.0,2.0,0,17.0,43.0,Bad
0.588414241356,0.993450037731,0,62.8682706621,2.0,1.0,5,5,2.0,2.0,1,48.0,66.0,Good
0.342345512564,0.659356044613,1,71.3568911683,3.0,0.0,5,4,3.0,3.0,0,32.0,53.0,Good
0.633159445487,0.569758384028,0,74.9320686567,3.0,0.0,5,2,3.0,3.0,0,53.0,67.0,Good
0.659901053202,0.396109368712,0,63.7965242095,3.0,3.0,1,4,2.0,3.0,1,45.0,84.0,Good
-0.00842015181232,0.26341348868,0,55.5715391202,3.0,2.0,3,4,2.0,3.0,1,50.0,42.0,Good
0.527170690432,0.512923797231,0,72.3089113376,1.0,1.0,2,1,2.0,2.0,0,37.0,45.0,Good
